TransactionID,OrderDate,Region,ProductID,Quantity,UnitPrice,DiscountPct,SalesAmount
TXN103347,2025-02-26,East,P008,4,8440,10,30384.0
TXN103348,2025-02-15,East,P004,1,56667,0,56667.0
TXN103349,2025-02-07,East,P005,1,9455,0,9455.0
TXN103350,2025-02-16,East,P015,5,71,0,355.0
TXN103351,2025-02-21,East,P006,5,6059,0,30295.0
TXN103352,2025-02-15,East,P012,5,1643,0,8215.0
TXN103353,2025-02-26,East,P001,1,51189,0,51189.0
TXN103354,2025-02-19,East,P010,2,1815,0,3630.0
TXN103355,2025-02-10,East,P011,4,2085,0,8340.0
TXN103356,2025-02-12,East,P010,4,1815,0,7260.0
TXN103357,2025-02-25,East,P002,1,15427,0,15427.0
TXN103358,2025-02-25,East,P019,2,8382,0,16764.0
TXN103359,2025-02-14,East,P020,3,6635,0,19905.0
TXN103360,2025-02-09,East,P013,4,1187,0,4748.0
TXN103361,2025-02-24,East,P009,4,7247,5,27538.6
TXN103362,2025-02-07,East,P001,5,51189,10,230350.5
TXN103363,2025-02-06,East,P008,1,8440,5,8018.0
TXN103364,2025-02-24,East,P007,3,10164,10,27442.8
TXN103365,2025-02-10,East,P017,3,326,0,978.0
TXN103366,2025-02-17,East,P014,3,465,0,1395.0
TXN103367,2025-02-09,East,P019,2,8382,0,16764.0
TXN103368,2025-02-24,East,P009,2,7247,0,14494.0
TXN103369,2025-02-02,East,P012,5,1643,0,8215.0
TXN103370,2025-02-20,East,P001,3,51189,0,153567.0
TXN103371,2025-02-18,East,P013,2,1187,5,2255.3
TXN103372,2025-02-13,East,P013,1,1187,15,1008.95
TXN103373,2025-02-12,East,P012,5,1643,0,8215.0
TXN103374,2025-02-11,East,P019,5,8382,0,41910.0
TXN103375,2025-02-27,East,P015,3,71,10,191.7
TXN103376,2025-02-15,East,P009,4,7247,0,28988.0
TXN103377,2025-02-13,East,P019,2,8382,0,16764.0
TXN103378,2025-02-19,East,P010,5,1815,10,8167.5
TXN103379,2025-02-16,East,P003,2,28854,0,57708.0
TXN103380,2025-02-03,East,P012,3,1643,0,4929.0
TXN103381,2025-02-22,East,P015,5,71,0,355.0
TXN103382,2025-02-15,East,P006,1,6059,0,6059.0
TXN103383,2025-02-22,East,P013,5,1187,0,5935.0
TXN103384,2025-02-22,East,P011,4,2085,10,7506.0
TXN103385,2025-02-23,East,P012,2,1643,0,3286.0
TXN103386,2025-02-26,East,P005,1,9455,0,9455.0
TXN103387,2025-02-06,East,P002,3,15427,0,46281.0
TXN103388,2025-02-21,East,P014,3,465,10,1255.5
TXN103389,2025-02-14,East,P012,4,1643,0,6572.0
TXN103390,2025-02-15,East,P002,5,15427,0,77135.0
TXN103391,2025-02-21,East,P002,4,15427,0,61708.0
TXN103392,2025-02-26,East,P004,5,56667,5,269168.25
TXN103393,2025-02-24,East,P003,1,28854,0,28854.0
TXN103394,2025-02-15,East,P016,4,574,0,2296.0
TXN103395,2025-02-25,East,P019,1,8382,0,8382.0
TXN103396,2025-02-13,East,P011,2,2085,5,3961.5
TXN103397,2025-02-18,East,P001,5,51189,0,255945.0
TXN103398,2025-02-03,East,P016,4,574,0,2296.0
TXN103399,2025-02-26,East,P003,1,28854,5,27411.3
TXN103400,2025-02-19,East,P015,4,71,0,284.0
TXN103401,2025-02-24,East,P016,5,574,0,2870.0
TXN103402,2025-02-25,East,P005,3,9455,0,28365.0
TXN103403,2025-02-26,East,P017,3,326,0,978.0
TXN103404,2025-02-14,East,P010,4,1815,0,7260.0
TXN103405,2025-02-12,East,P007,3,10164,10,27442.8
TXN103406,2025-02-18,East,P001,4,51189,0,204756.0
TXN103407,2025-02-06,East,P007,2,10164,0,20328.0
TXN103408,2025-02-17,East,P010,4,1815,0,7260.0
TXN103409,2025-02-16,East,P003,1,28854,0,28854.0
TXN103410,2025-02-06,East,P018,5,12532,0,62660.0
TXN103411,2025-02-22,East,P015,3,71,5,202.35
TXN103412,2025-02-17,East,P001,3,51189,0,153567.0
TXN103413,2025-02-20,East,P001,2,51189,0,102378.0
TXN103414,2025-02-22,East,P020,4,6635,5,25213.0
TXN103415,2025-02-19,East,P016,2,574,0,1148.0
TXN103416,2025-02-20,East,P017,4,326,0,1304.0
TXN103417,2025-02-14,East,P003,4,28854,10,103874.4
TXN103418,2025-02-10,East,P003,5,28854,5,137056.5
TXN103419,2025-02-25,East,P008,1,8440,0,8440.0
TXN103420,2025-02-11,East,P003,5,28854,0,144270.0
TXN103421,2025-02-21,East,P014,4,465,0,1860.0
TXN103422,2025-02-17,West,P014,3,465,0,1395.0
TXN103423,2025-02-24,West,P011,5,2085,0,10425.0
TXN103424,2025-02-16,West,P010,4,1815,0,7260.0
TXN103425,2025-02-21,West,P013,5,1187,0,5935.0
TXN103426,2025-02-02,West,P019,5,8382,0,41910.0
TXN103427,2025-02-18,West,P010,1,1815,5,1724.25
TXN103428,2025-02-26,West,P019,1,8382,0,8382.0
TXN103429,2025-02-14,West,P001,2,51189,0,102378.0
TXN103430,2025-02-03,West,P007,1,10164,0,10164.0
TXN103431,2025-02-12,West,P019,3,8382,0,25146.0
TXN103432,2025-02-18,West,P009,1,7247,10,6522.3
TXN103433,2025-02-03,West,P011,4,2085,0,8340.0
TXN103434,2025-02-04,West,P019,5,8382,0,41910.0
TXN103435,2025-02-12,West,P011,4,2085,0,8340.0
TXN103436,2025-02-06,West,P006,5,6059,10,27265.5
TXN103437,2025-02-06,West,P013,5,1187,0,5935.0
TXN103438,2025-02-18,West,P006,3,6059,10,16359.3
TXN103439,2025-02-11,West,P019,2,8382,0,16764.0
TXN103440,2025-02-24,West,P002,2,15427,0,30854.0
TXN103441,2025-02-26,West,P012,4,1643,5,6243.4
TXN103442,2025-02-09,West,P005,4,9455,15,32147.0
TXN103443,2025-02-18,West,P004,5,56667,0,283335.0
TXN103444,2025-02-11,West,P016,2,574,0,1148.0
TXN103445,2025-02-04,West,P018,2,12532,0,25064.0
TXN103446,2025-02-02,West,P004,5,56667,0,283335.0
TXN103447,2025-02-19,West,P011,2,2085,10,3753.0
TXN103448,2025-02-08,West,P018,1,12532,0,12532.0
TXN103449,2025-02-12,West,P011,3,2085,0,6255.0
TXN103450,2025-02-16,West,P005,2,9455,0,18910.0
TXN103451,2025-02-16,West,P010,3,1815,0,5445.0
TXN103452,2025-02-17,West,P003,3,28854,5,82233.9
TXN103453,2025-02-22,West,P016,3,574,0,1722.0
TXN103454,2025-02-11,West,P005,4,9455,0,37820.0
TXN103455,2025-02-07,West,P005,1,9455,0,9455.0
TXN103456,2025-02-17,West,P017,2,326,0,652.0
TXN103457,2025-02-27,West,P019,2,8382,0,16764.0
TXN103458,2025-02-02,West,P002,1,15427,0,15427.0
TXN103459,2025-02-12,West,P004,3,56667,0,170001.0
TXN103460,2025-02-21,West,P005,1,9455,0,9455.0
TXN103461,2025-02-14,West,P010,3,1815,5,5172.75
TXN103462,2025-02-25,West,P015,3,71,0,213.0
TXN103463,2025-02-03,West,P020,3,6635,0,19905.0
TXN103464,2025-02-05,West,P003,3,28854,0,86562.0
TXN103465,2025-02-13,West,P011,3,2085,15,5316.75
TXN103466,2025-02-20,West,P011,2,2085,15,3544.5
TXN103467,2025-02-10,West,P001,3,51189,0,153567.0
TXN103468,2025-02-27,West,P001,1,51189,0,51189.0
TXN103469,2025-02-19,West,P008,3,8440,10,22788.0
TXN103470,2025-02-04,West,P014,3,465,5,1325.25
TXN103471,2025-02-03,West,P009,1,7247,5,6884.65
TXN103472,2025-02-19,West,P011,5,2085,10,9382.5
TXN103473,2025-02-18,West,P020,5,6635,15,28198.75
TXN103474,2025-02-18,West,P003,4,28854,0,115416.0
TXN103475,2025-02-06,West,P010,5,1815,5,8621.25
TXN103476,2025-02-06,West,P017,3,326,0,978.0
TXN103477,2025-02-09,West,P005,2,9455,0,18910.0
TXN103478,2025-02-18,West,P010,1,1815,0,1815.0
TXN103479,2025-02-16,West,P004,3,56667,0,170001.0
TXN103480,2025-02-12,West,P019,3,8382,0,25146.0
TXN103481,2025-02-08,West,P014,2,465,0,930.0
TXN103482,2025-02-04,West,P015,2,71,0,142.0
TXN103483,2025-02-14,West,P019,4,8382,0,33528.0
TXN103484,2025-02-19,West,P016,1,574,0,574.0
TXN103485,2025-02-23,West,P015,4,71,5,269.8
TXN103486,2025-02-02,West,P003,1,28854,0,28854.0
TXN103487,2025-02-08,West,P009,3,7247,0,21741.0
TXN103488,2025-02-09,West,P002,2,15427,5,29311.3
TXN103489,2025-02-15,West,P008,4,8440,5,32072.0
TXN103490,2025-02-05,West,P004,5,56667,0,283335.0
TXN103491,2025-02-25,West,P004,4,56667,0,226668.0
TXN103492,2025-02-06,West,P020,3,6635,0,19905.0
TXN103493,2025-02-21,West,P003,3,28854,0,86562.0
TXN103494,2025-02-22,West,P013,4,1187,5,4510.6
TXN103495,2025-02-17,West,P003,5,28854,10,129843.0
TXN103496,2025-02-08,West,P005,3,9455,10,25528.5
TXN103497,2025-02-20,West,P010,1,1815,0,1815.0
TXN103498,2025-02-18,West,P002,2,15427,0,30854.0
TXN103499,2025-02-01,West,P015,3,71,0,213.0
TXN103500,2025-02-07,West,P002,1,15427,15,13112.95
TXN103501,2025-02-11,West,P001,4,51189,0,204756.0
TXN103502,2025-02-07,West,P018,1,12532,15,10652.2
TXN103503,2025-02-14,West,P001,5,51189,0,255945.0
TXN103504,2025-02-25,West,P002,5,15427,0,77135.0
TXN103505,2025-02-26,West,P017,5,326,0,1630.0
TXN103506,2025-02-10,West,P017,1,326,10,293.4
TXN103507,2025-02-20,West,P002,1,15427,10,13884.3
TXN103508,2025-02-06,West,P015,2,71,0,142.0
TXN103509,2025-02-26,West,P010,4,1815,0,7260.0
TXN103510,2025-02-04,West,P004,5,56667,0,283335.0
TXN103511,2025-02-07,West,P017,3,326,0,978.0
TXN103512,2025-02-20,West,P004,3,56667,0,170001.0
TXN103513,2025-02-02,West,P006,2,6059,0,12118.0
TXN103514,2025-02-16,West,P004,4,56667,0,226668.0
TXN103515,2025-02-14,West,P002,1,15427,15,13112.95
TXN103516,2025-02-05,West,P020,3,6635,15,16919.25
TXN103517,2025-02-20,West,P008,4,8440,0,33760.0
TXN103518,2025-02-03,West,P010,1,1815,0,1815.0
TXN103519,2025-02-08,West,P002,3,15427,15,39338.85
TXN103520,2025-02-01,West,P010,4,1815,0,7260.0
TXN103521,2025-02-14,West,P012,1,1643,0,1643.0
TXN103522,2025-02-23,West,P019,5,8382,0,41910.0
TXN103523,2025-02-11,West,P016,5,574,0,2870.0
TXN103524,2025-02-18,West,P019,1,8382,5,7962.9
TXN103525,2025-02-11,West,P009,1,7247,0,7247.0
TXN103526,2025-02-01,West,P015,2,71,0,142.0
TXN103527,2025-02-12,West,P012,3,1643,0,4929.0
TXN103528,2025-02-09,West,P015,3,71,5,202.35
TXN103529,2025-02-17,West,P019,2,8382,0,16764.0
TXN103530,2025-02-07,West,P010,2,1815,0,3630.0
TXN103531,2025-02-12,West,P009,4,7247,5,27538.6
TXN103532,2025-02-21,West,P003,2,28854,0,57708.0
TXN103533,2025-02-07,West,P006,5,6059,10,27265.5
TXN103534,2025-02-07,West,P009,5,7247,0,36235.0
TXN103535,2025-02-22,West,P010,2,1815,0,3630.0
TXN103536,2025-02-20,West,P017,5,326,0,1630.0
TXN103537,2025-02-07,West,P008,2,8440,0,16880.0
TXN103538,2025-02-03,West,P009,4,7247,0,28988.0
TXN103539,2025-02-21,West,P006,4,6059,0,24236.0
TXN103540,2025-02-06,West,P018,3,12532,0,37596.0
TXN103541,2025-02-25,West,P013,2,1187,0,2374.0
TXN103542,2025-02-24,West,P016,1,574,0,574.0
TXN103543,2025-02-25,West,P013,5,1187,0,5935.0
TXN103544,2025-02-12,West,P013,5,1187,0,5935.0
TXN103545,2025-02-22,West,P006,1,6059,0,6059.0
TXN103546,2025-02-22,West,P003,5,28854,0,144270.0
TXN103547,2025-02-22,West,P007,5,10164,0,50820.0
TXN103548,2025-02-23,West,P016,5,574,0,2870.0
TXN103549,2025-02-06,West,P002,5,15427,0,77135.0
TXN103550,2025-02-19,West,P001,4,51189,0,204756.0
TXN103551,2025-02-14,West,P007,5,10164,0,50820.0
TXN103552,2025-02-24,West,P007,3,10164,0,30492.0
TXN103553,2025-02-13,West,P015,2,71,0,142.0
TXN103554,2025-02-03,West,P010,2,1815,0,3630.0
TXN103555,2025-02-15,West,P003,2,28854,0,57708.0
TXN103556,2025-02-11,West,P013,5,1187,0,5935.0
TXN103557,2025-02-18,West,P012,3,1643,10,4436.1
TXN103558,2025-02-27,West,P010,3,1815,5,5172.75
TXN103559,2025-02-13,West,P001,3,51189,0,153567.0
TXN103560,2025-02-22,West,P001,5,51189,0,255945.0
TXN103561,2025-02-06,West,P008,3,8440,0,25320.0
TXN103562,2025-02-18,West,P008,3,8440,15,21522.0
TXN103563,2025-02-09,West,P010,5,1815,5,8621.25
TXN103564,2025-02-13,West,P011,4,2085,10,7506.0
TXN103565,2025-02-10,West,P014,1,465,0,465.0
TXN103566,2025-02-17,West,P012,4,1643,5,6243.4
TXN103567,2025-02-08,West,P007,1,10164,0,10164.0
TXN103568,2025-02-14,West,P017,5,326,0,1630.0
TXN103569,2025-02-22,West,P009,4,7247,0,28988.0
TXN103570,2025-02-11,West,P016,4,574,5,2181.2
TXN103571,2025-02-14,West,P013,4,1187,0,4748.0
TXN103572,2025-02-15,West,P003,3,28854,0,86562.0
TXN103573,2025-02-25,West,P015,5,71,0,355.0
TXN103574,2025-02-26,West,P004,1,56667,10,51000.3
TXN103575,2025-02-23,West,P020,4,6635,10,23886.0
TXN103576,2025-02-01,West,P011,4,2085,0,8340.0
TXN103577,2025-02-17,West,P009,3,7247,5,20653.95
TXN103578,2025-02-04,West,P005,2,9455,5,17964.5
TXN103579,2025-02-08,West,P017,2,326,0,652.0
TXN103580,2025-02-06,West,P001,3,51189,0,153567.0
TXN103581,2025-02-06,West,P016,2,574,15,975.8
TXN103582,2025-02-15,West,P016,2,574,0,1148.0
TXN103583,2025-02-18,West,P016,3,574,5,1635.9
TXN103584,2025-02-03,West,P013,3,1187,0,3561.0
TXN103585,2025-02-23,West,P010,2,1815,0,3630.0
TXN103586,2025-02-22,West,P007,4,10164,15,34557.6
TXN103587,2025-02-17,West,P016,4,574,0,2296.0
TXN103588,2025-02-26,West,P017,2,326,0,652.0
TXN103589,2025-02-17,West,P014,5,465,15,1976.25
TXN103590,2025-02-20,West,P010,1,1815,0,1815.0
TXN103591,2025-02-21,West,P016,3,574,5,1635.9
TXN103592,2025-02-24,West,P015,5,71,0,355.0
TXN103593,2025-02-08,West,P011,1,2085,0,2085.0
TXN103594,2025-02-04,West,P018,5,12532,0,62660.0
TXN103595,2025-02-16,West,P007,3,10164,0,30492.0
TXN103596,2025-02-26,West,P004,3,56667,0,170001.0
TXN103597,2025-02-10,West,P019,1,8382,0,8382.0
TXN103598,2025-02-17,West,P010,3,1815,0,5445.0
TXN103599,2025-02-25,West,P016,2,574,0,1148.0
TXN103600,2025-02-09,West,P015,1,71,10,63.9
TXN103601,2025-02-16,West,P016,2,574,0,1148.0
TXN103602,2025-02-16,West,P003,5,28854,0,144270.0
TXN103603,2025-02-02,West,P019,4,8382,15,28498.8
TXN103604,2025-02-11,West,P017,5,326,0,1630.0
TXN103605,2025-02-14,West,P017,2,326,0,652.0
TXN103606,2025-02-11,West,P013,4,1187,0,4748.0
TXN103607,2025-02-12,West,P007,1,10164,10,9147.6
TXN103608,2025-02-22,West,P015,3,71,0,213.0
TXN103609,2025-02-23,West,P005,5,9455,0,47275.0
TXN103610,2025-02-14,West,P020,4,6635,0,26540.0
TXN103611,2025-02-12,West,P012,5,1643,10,7393.5
TXN103612,2025-02-03,West,P007,4,10164,0,40656.0
TXN103613,2025-02-03,West,P003,4,28854,0,115416.0
TXN103614,2025-02-04,West,P012,1,1643,5,1560.85
TXN103615,2025-02-18,West,P008,2,8440,0,16880.0
TXN103616,2025-02-10,West,P017,5,326,0,1630.0
TXN103617,2025-02-08,West,P011,3,2085,0,6255.0
TXN103618,2025-02-24,West,P005,3,9455,0,28365.0
TXN103619,2025-02-12,West,P020,5,6635,5,31516.25
TXN103620,2025-02-12,West,P015,2,71,0,142.0
TXN103621,2025-02-18,West,P017,4,326,0,1304.0
TXN103622,2025-02-13,West,P008,4,8440,0,33760.0
TXN103623,2025-02-02,West,P007,4,10164,5,38623.2
TXN103624,2025-02-11,West,P007,1,10164,0,10164.0
TXN103625,2025-02-08,West,P006,3,6059,0,18177.0
TXN103626,2025-02-13,West,P013,4,1187,0,4748.0
TXN103627,2025-02-13,West,P002,3,15427,0,46281.0
TXN103628,2025-02-12,West,P009,4,7247,15,24639.8
TXN103629,2025-02-14,West,P015,3,71,0,213.0
TXN103630,2025-02-20,West,P017,1,326,5,309.7
TXN103631,2025-02-18,West,P012,1,1643,0,1643.0
TXN103632,2025-02-01,West,P017,1,326,10,293.4
TXN103633,2025-02-20,West,P008,3,8440,0,25320.0
TXN103634,2025-02-06,West,P017,2,326,5,619.4
TXN103635,2025-02-08,West,P014,5,465,0,2325.0
TXN103636,2025-02-18,West,P013,2,1187,0,2374.0
TXN103637,2025-02-03,West,P016,3,574,0,1722.0
TXN103638,2025-02-23,West,P018,1,12532,0,12532.0
TXN103639,2025-02-11,West,P018,5,12532,0,62660.0
TXN103640,2025-02-15,West,P012,3,1643,0,4929.0
TXN103641,2025-02-25,West,P020,4,6635,5,25213.0
TXN103642,2025-02-19,West,P008,5,8440,0,42200.0
TXN103643,2025-02-12,West,P007,5,10164,5,48279.0
TXN103644,2025-02-08,West,P018,4,12532,15,42608.8
TXN103645,2025-02-20,West,P005,4,9455,0,37820.0
TXN103646,2025-02-02,West,P002,1,15427,10,13884.3
TXN103647,2025-02-15,West,P018,3,12532,5,35716.2
TXN103648,2025-02-16,West,P010,3,1815,0,5445.0
TXN103649,2025-02-20,West,P008,4,8440,10,30384.0
TXN103650,2025-02-08,West,P010,4,1815,0,7260.0
TXN103651,2025-02-15,West,P009,3,7247,0,21741.0
TXN103652,2025-02-05,West,P008,2,8440,0,16880.0
TXN103653,2025-02-14,West,P015,2,71,0,142.0
TXN103654,2025-02-05,West,P009,2,7247,0,14494.0
TXN103655,2025-02-26,West,P010,5,1815,0,9075.0
TXN103656,2025-02-24,West,P013,2,1187,0,2374.0
TXN103657,2025-02-02,West,P018,3,12532,0,37596.0
TXN103658,2025-02-13,West,P009,2,7247,0,14494.0
TXN103659,2025-02-05,West,P018,4,12532,15,42608.8
TXN103660,2025-02-04,West,P015,1,71,0,71.0
TXN103661,2025-02-20,West,P010,4,1815,0,7260.0
TXN103662,2025-02-17,West,P015,1,71,0,71.0
TXN103663,2025-02-12,West,P014,3,465,0,1395.0
TXN103664,2025-02-04,West,P006,1,6059,0,6059.0
TXN103665,2025-02-21,West,P011,5,2085,0,10425.0
TXN103666,2025-02-19,West,P015,1,71,0,71.0
TXN103667,2025-02-02,West,P015,2,71,0,142.0
TXN103668,2025-02-17,West,P018,3,12532,0,37596.0
TXN103669,2025-02-01,West,P019,5,8382,0,41910.0
TXN103670,2025-02-02,West,P014,5,465,0,2325.0
TXN103671,2025-02-08,West,P010,4,1815,0,7260.0
TXN103672,2025-02-15,West,P006,1,6059,0,6059.0
TXN103673,2025-02-19,West,P015,4,71,0,284.0
TXN103674,2025-02-25,West,P011,5,2085,0,10425.0
TXN103675,2025-02-05,West,P016,3,574,0,1722.0
TXN103676,2025-02-22,West,P005,1,9455,5,8982.25
TXN103677,2025-02-15,West,P018,1,12532,5,11905.4
TXN103678,2025-02-03,West,P010,3,1815,0,5445.0
TXN103679,2025-02-26,West,P002,3,15427,0,46281.0
TXN103680,2025-02-07,West,P018,4,12532,5,47621.6
TXN103681,2025-02-19,West,P010,1,1815,0,1815.0
TXN103682,2025-02-09,West,P005,4,9455,0,37820.0
TXN103683,2025-02-21,West,P003,3,28854,5,82233.9
TXN103684,2025-02-19,West,P007,4,10164,0,40656.0
TXN103685,2025-02-10,West,P006,3,6059,0,18177.0
TXN103686,2025-02-24,West,P011,3,2085,0,6255.0
TXN103687,2025-02-01,West,P001,3,51189,15,130531.95
TXN103688,2025-02-05,West,P001,4,51189,0,204756.0
TXN103689,2025-02-02,West,P001,5,51189,0,255945.0
TXN103690,2025-02-15,West,P019,4,8382,0,33528.0
TXN103691,2025-02-09,West,P019,1,8382,0,8382.0
TXN103692,2025-02-24,West,P005,1,9455,0,9455.0
TXN103693,2025-02-04,West,P005,4,9455,0,37820.0
TXN103694,2025-02-12,West,P002,3,15427,0,46281.0
TXN103695,2025-02-17,West,P013,3,1187,5,3382.95
TXN103696,2025-02-01,West,P008,5,8440,0,42200.0
TXN103697,2025-02-22,West,P003,5,28854,0,144270.0
TXN103698,2025-02-07,West,P003,4,28854,0,115416.0
TXN103699,2025-02-08,West,P006,3,6059,0,18177.0
TXN103700,2025-02-07,West,P018,3,12532,0,37596.0
TXN103701,2025-02-13,West,P002,1,15427,0,15427.0
TXN103702,2025-02-06,West,P017,1,326,0,326.0
TXN103703,2025-02-18,West,P005,5,9455,0,47275.0
TXN103704,2025-02-09,West,P005,1,9455,0,9455.0
TXN103705,2025-02-11,West,P015,5,71,0,355.0
TXN103706,2025-02-27,West,P010,3,1815,0,5445.0
TXN103707,2025-02-12,West,P014,5,465,0,2325.0
TXN103708,2025-02-22,West,P011,3,2085,0,6255.0
TXN103709,2025-02-10,West,P009,5,7247,10,32611.5
TXN103710,2025-02-16,West,P017,1,326,0,326.0
TXN103711,2025-02-25,West,P008,2,8440,0,16880.0
TXN103712,2025-02-25,West,P014,5,465,5,2208.75
TXN103713,2025-02-25,West,P010,3,1815,0,5445.0
TXN103714,2025-02-06,West,P003,5,28854,15,122629.5
TXN103715,2025-02-16,West,P019,2,8382,0,16764.0
TXN103716,2025-02-21,West,P013,2,1187,0,2374.0
TXN103717,2025-02-06,West,P020,5,6635,0,33175.0
TXN103718,2025-02-17,West,P006,4,6059,0,24236.0
TXN103719,2025-02-18,West,P002,5,15427,0,77135.0
TXN103720,2025-02-10,West,P019,3,8382,0,25146.0
TXN103721,2025-02-16,West,P020,3,6635,0,19905.0
TXN103722,2025-02-15,West,P019,2,8382,0,16764.0
TXN103723,2025-02-16,West,P019,5,8382,0,41910.0
TXN103724,2025-02-08,West,P007,3,10164,0,30492.0
TXN103725,2025-02-05,West,P012,5,1643,0,8215.0
TXN103726,2025-02-16,West,P007,2,10164,0,20328.0
TXN103727,2025-02-26,West,P008,3,8440,0,25320.0
TXN103728,2025-02-07,West,P004,4,56667,0,226668.0
TXN103729,2025-02-14,West,P016,4,574,15,1951.6
TXN103730,2025-02-13,West,P009,5,7247,0,36235.0
TXN103731,2025-02-23,West,P004,5,56667,0,283335.0
TXN103732,2025-02-18,West,P005,5,9455,0,47275.0
TXN103733,2025-02-21,West,P014,5,465,0,2325.0
TXN103734,2025-02-02,West,P008,4,8440,0,33760.0
TXN103735,2025-02-21,West,P003,3,28854,0,86562.0
TXN103736,2025-02-16,West,P012,1,1643,0,1643.0
TXN103737,2025-02-25,West,P003,5,28854,5,137056.5
TXN103738,2025-02-25,West,P020,2,6635,5,12606.5
TXN103739,2025-02-09,West,P014,5,465,0,2325.0
TXN103740,2025-02-08,West,P005,4,9455,0,37820.0
TXN103741,2025-02-09,West,P005,3,9455,0,28365.0
TXN103742,2025-02-27,West,P012,3,1643,0,4929.0
TXN103743,2025-02-01,West,P007,3,10164,5,28967.4
TXN103744,2025-02-25,West,P002,1,15427,0,15427.0
TXN103745,2025-02-02,West,P006,2,6059,5,11512.1
TXN103746,2025-02-15,West,P002,4,15427,15,52451.8
TXN103747,2025-02-10,West,P006,5,6059,0,30295.0
TXN103748,2025-02-26,West,P003,5,28854,15,122629.5
TXN103749,2025-02-18,West,P009,3,7247,0,21741.0
TXN103750,2025-02-15,West,P004,1,56667,0,56667.0
TXN103751,2025-02-03,West,P001,1,51189,0,51189.0
TXN103752,2025-02-15,West,P015,1,71,0,71.0
TXN103753,2025-02-06,West,P010,4,1815,0,7260.0
TXN103754,2025-02-10,West,P016,3,574,0,1722.0
TXN103755,2025-02-12,West,P020,3,6635,0,19905.0
TXN103756,2025-02-12,West,P002,3,15427,0,46281.0
TXN103757,2025-02-19,West,P005,3,9455,0,28365.0
TXN103758,2025-02-10,West,P002,2,15427,0,30854.0
TXN103759,2025-02-24,West,P001,4,51189,0,204756.0
TXN103760,2025-02-22,West,P015,4,71,5,269.8
TXN103761,2025-02-02,West,P015,3,71,0,213.0
TXN103762,2025-02-02,West,P015,1,71,0,71.0
TXN103763,2025-02-15,West,P012,1,1643,0,1643.0
TXN103764,2025-02-26,West,P017,5,326,0,1630.0
TXN103765,2025-02-21,West,P006,5,6059,0,30295.0
TXN103766,2025-02-15,West,P009,3,7247,0,21741.0
TXN103767,2025-02-21,West,P011,5,2085,0,10425.0
TXN103768,2025-02-13,West,P013,4,1187,0,4748.0
TXN103769,2025-02-18,West,P016,3,574,0,1722.0
TXN103770,2025-02-12,West,P008,2,8440,0,16880.0
TXN103771,2025-02-24,West,P008,2,8440,0,16880.0
TXN103772,2025-02-08,West,P015,5,71,0,355.0
TXN103773,2025-02-11,West,P012,4,1643,0,6572.0
TXN103774,2025-02-08,West,P006,2,6059,0,12118.0
TXN103775,2025-02-01,West,P004,5,56667,0,283335.0
TXN103776,2025-02-09,West,P019,4,8382,5,31851.6
TXN103777,2025-02-18,West,P005,4,9455,0,37820.0
TXN103778,2025-02-01,West,P020,1,6635,0,6635.0
TXN103779,2025-02-04,West,P011,2,2085,10,3753.0
TXN103780,2025-02-24,West,P020,1,6635,0,6635.0
TXN103781,2025-02-14,West,P002,3,15427,0,46281.0
TXN103782,2025-02-23,West,P010,1,1815,0,1815.0
TXN103783,2025-02-22,West,P008,5,8440,0,42200.0
TXN103784,2025-02-10,West,P015,5,71,0,355.0
TXN103785,2025-02-07,West,P007,4,10164,0,40656.0
TXN103786,2025-02-09,West,P014,4,465,0,1860.0
TXN103787,2025-02-23,West,P005,2,9455,0,18910.0
TXN103788,2025-02-08,West,P020,1,6635,0,6635.0
TXN103789,2025-02-19,West,P003,1,28854,0,28854.0
TXN103790,2025-02-08,West,P014,1,465,0,465.0
TXN103791,2025-02-04,West,P020,5,6635,0,33175.0
TXN103792,2025-02-25,West,P004,3,56667,0,170001.0
TXN103793,2025-02-13,West,P013,5,1187,10,5341.5
TXN103794,2025-02-16,West,P002,1,15427,0,15427.0
TXN103795,2025-02-04,West,P003,5,28854,0,144270.0
TXN103796,2025-02-03,West,P003,5,28854,0,144270.0
TXN103797,2025-02-02,West,P012,3,1643,10,4436.1
TXN103798,2025-02-21,West,P010,1,1815,15,1542.75
TXN103799,2025-02-15,West,P011,1,2085,0,2085.0
TXN103800,2025-02-02,West,P004,3,56667,0,170001.0
TXN103801,2025-02-04,West,P008,1,8440,0,8440.0
TXN103802,2025-02-16,West,P012,5,1643,0,8215.0
TXN103803,2025-02-13,West,P001,2,51189,0,102378.0
TXN103804,2025-02-01,West,P001,1,51189,5,48629.55
TXN103805,2025-02-10,West,P012,2,1643,0,3286.0
TXN103806,2025-02-05,West,P007,2,10164,0,20328.0
TXN103807,2025-02-01,West,P001,5,51189,0,255945.0
TXN103808,2025-02-20,West,P008,2,8440,0,16880.0
TXN103809,2025-02-07,West,P019,1,8382,0,8382.0
TXN103810,2025-02-14,West,P010,1,1815,0,1815.0
TXN103811,2025-02-26,West,P015,3,71,0,213.0
TXN103812,2025-02-22,West,P007,3,10164,0,30492.0
TXN103813,2025-02-11,West,P010,2,1815,0,3630.0
TXN103814,2025-02-08,West,P018,3,12532,5,35716.2
TXN103815,2025-02-01,West,P006,2,6059,0,12118.0
TXN103816,2025-02-27,West,P013,5,1187,0,5935.0
