ReturnID,TransactionID,ReturnDate,Reason
RET601,TXN119024,2025-09-11,Changed Mind
RET602,TXN115416,2025-08-20,Damaged
RET603,TXN122702,2025-11-11,Wrong Item
RET604,TXN103312,2025-02-24,Damaged
RET605,TXN106032,2025-04-09,Size Issue
RET606,TXN124324,2025-12-12,Not as Described
RET607,TXN124060,2025-12-29,Size Issue
RET608,TXN106059,2025-04-03,Damaged
RET609,TXN114394,2025-07-25,Damaged
RET610,TXN103474,2025-03-03,Wrong Item
RET611,TXN125175,2025-12-13,Damaged
RET612,TXN123929,2025-12-27,Wrong Item
RET613,TXN106011,2025-03-16,Size Issue
RET614,TXN110415,2025-05-25,Not as Described
RET615,TXN100292,2025-01-04,Changed Mind
RET616,TXN106923,2025-05-08,Wrong Item
RET617,TXN125559,2026-01-01,Size Issue
RET618,TXN117903,2025-10-03,Size Issue
RET619,TXN104096,2025-02-15,Wrong Item
RET620,TXN122891,2025-11-19,Changed Mind
RET621,TXN120329,2025-10-07,Changed Mind
RET622,TXN122441,2025-11-29,Not as Described
RET623,TXN117516,2025-09-22,Changed Mind
RET624,TXN113061,2025-07-17,Changed Mind
RET625,TXN115263,2025-08-23,Size Issue
RET626,TXN106868,2025-04-19,Not as Described
RET627,TXN107583,2025-04-22,Damaged
RET628,TXN103660,2025-02-17,Size Issue
RET629,TXN119837,2025-11-04,Not as Described
RET630,TXN116695,2025-08-19,Not as Described
RET631,TXN116415,2025-08-18,Size Issue
RET632,TXN117960,2025-09-24,Wrong Item
RET633,TXN113008,2025-07-27,Wrong Item
RET634,TXN106474,2025-04-27,Size Issue
RET635,TXN109862,2025-05-09,Not as Described
RET636,TXN121600,2025-11-13,Damaged
RET637,TXN112862,2025-06-09,Damaged
RET638,TXN106603,2025-04-14,Wrong Item
RET639,TXN105240,2025-04-04,Wrong Item
RET640,TXN100293,2025-01-20,Changed Mind
RET641,TXN102420,2025-02-17,Not as Described
RET642,TXN116276,2025-08-22,Not as Described
RET643,TXN113780,2025-07-19,Changed Mind
RET644,TXN125445,2025-12-18,Wrong Item
RET645,TXN118075,2025-09-13,Wrong Item
RET646,TXN110264,2025-05-19,Not as Described
RET647,TXN106054,2025-03-15,Damaged
RET648,TXN123849,2025-12-17,Wrong Item
RET649,TXN110726,2025-05-28,Wrong Item
RET650,TXN112536,2025-06-08,Damaged
RET651,TXN114555,2025-07-23,Changed Mind
RET652,TXN125373,2025-12-19,Wrong Item
RET653,TXN118215,2025-10-06,Changed Mind
RET654,TXN100654,2025-02-03,Not as Described
RET655,TXN107192,2025-04-19,Size Issue
RET656,TXN110797,2025-05-21,Damaged
RET657,TXN109259,2025-05-29,Wrong Item
RET658,TXN122661,2025-11-24,Wrong Item
RET659,TXN115076,2025-07-19,Wrong Item
RET660,TXN118727,2025-09-20,Not as Described
RET661,TXN121696,2025-11-27,Damaged
RET662,TXN119360,2025-10-11,Damaged
RET663,TXN119378,2025-10-17,Damaged
RET664,TXN123057,2025-12-08,Damaged
RET665,TXN110200,2025-06-04,Changed Mind
RET666,TXN118644,2025-09-14,Damaged
RET667,TXN103161,2025-03-02,Wrong Item
RET668,TXN120861,2025-10-14,Changed Mind
RET669,TXN106515,2025-04-28,Damaged
RET670,TXN107818,2025-04-16,Size Issue
RET671,TXN103501,2025-02-15,Changed Mind
RET672,TXN121056,2025-10-08,Size Issue
RET673,TXN113868,2025-07-25,Not as Described
RET674,TXN122153,2025-11-12,Not as Described
RET675,TXN117540,2025-09-10,Damaged
RET676,TXN108537,2025-04-28,Not as Described
RET677,TXN104414,2025-03-12,Wrong Item
RET678,TXN109747,2025-05-13,Changed Mind
RET679,TXN120734,2025-10-20,Not as Described
RET680,TXN109336,2025-05-20,Damaged
RET681,TXN113176,2025-07-09,Wrong Item
RET682,TXN109453,2025-05-26,Size Issue
RET683,TXN125030,2025-12-23,Changed Mind
RET684,TXN100183,2025-01-28,Size Issue
RET685,TXN122724,2025-11-29,Size Issue
RET686,TXN107629,2025-04-27,Not as Described
RET687,TXN102371,2025-02-25,Changed Mind
RET688,TXN122960,2025-11-12,Changed Mind
RET689,TXN124772,2026-01-01,Size Issue
RET690,TXN109405,2025-05-22,Size Issue
RET691,TXN116065,2025-09-04,Damaged
RET692,TXN103203,2025-02-25,Damaged
RET693,TXN119559,2025-10-28,Not as Described
RET694,TXN105820,2025-04-10,Size Issue
RET695,TXN114155,2025-07-18,Damaged
RET696,TXN114996,2025-07-21,Damaged
RET697,TXN124321,2025-12-22,Damaged
RET698,TXN100970,2025-01-11,Not as Described
RET699,TXN106972,2025-04-21,Changed Mind
RET700,TXN108914,2025-05-11,Wrong Item
RET701,TXN102205,2025-02-15,Not as Described
RET702,TXN100110,2025-01-21,Changed Mind
RET703,TXN110208,2025-06-06,Size Issue
RET704,TXN118753,2025-10-01,Not as Described
RET705,TXN105962,2025-03-18,Not as Described
RET706,TXN123404,2025-12-04,Wrong Item
RET707,TXN113062,2025-07-30,Changed Mind
RET708,TXN103801,2025-02-11,Damaged
RET709,TXN120283,2025-11-02,Damaged
RET710,TXN119202,2025-09-09,Size Issue
RET711,TXN109918,2025-06-06,Wrong Item
RET712,TXN103736,2025-03-02,Not as Described
RET713,TXN112915,2025-06-11,Damaged
RET714,TXN116379,2025-08-21,Size Issue
RET715,TXN101386,2025-01-14,Not as Described
RET716,TXN100481,2025-01-18,Not as Described
RET717,TXN111749,2025-07-03,Damaged
RET718,TXN121532,2025-11-17,Changed Mind
RET719,TXN109737,2025-05-14,Changed Mind
RET720,TXN100455,2025-01-13,Size Issue
RET721,TXN102355,2025-02-22,Changed Mind
RET722,TXN115487,2025-08-14,Size Issue
RET723,TXN103094,2025-03-07,Not as Described
RET724,TXN115169,2025-08-11,Wrong Item
RET725,TXN101246,2025-01-10,Wrong Item
RET726,TXN101023,2025-02-05,Changed Mind
RET727,TXN104904,2025-03-10,Not as Described
RET728,TXN107739,2025-04-29,Damaged
RET729,TXN104030,2025-02-11,Size Issue
RET730,TXN123212,2025-11-22,Not as Described
RET731,TXN115527,2025-08-16,Wrong Item
RET732,TXN105563,2025-03-13,Wrong Item
RET733,TXN124637,2025-12-26,Size Issue
RET734,TXN116966,2025-08-09,Size Issue
RET735,TXN104954,2025-03-22,Changed Mind
RET736,TXN106857,2025-04-30,Size Issue
RET737,TXN105898,2025-03-29,Not as Described
RET738,TXN103008,2025-03-04,Not as Described
RET739,TXN114642,2025-07-29,Damaged
RET740,TXN124365,2025-12-10,Not as Described
RET741,TXN114467,2025-07-28,Changed Mind
RET742,TXN122499,2025-12-01,Changed Mind
RET743,TXN107524,2025-04-29,Changed Mind
RET744,TXN104799,2025-03-26,Damaged
RET745,TXN103128,2025-02-28,Not as Described
RET746,TXN109581,2025-05-26,Wrong Item
RET747,TXN124679,2025-12-18,Not as Described
RET748,TXN117585,2025-10-02,Changed Mind
RET749,TXN120460,2025-10-29,Size Issue
RET750,TXN110612,2025-06-01,Damaged
RET751,TXN124423,2025-12-27,Not as Described
RET752,TXN122183,2025-11-22,Damaged
RET753,TXN122822,2025-12-08,Wrong Item
RET754,TXN120052,2025-10-28,Changed Mind
RET755,TXN100195,2025-01-11,Damaged
RET756,TXN100107,2025-01-29,Changed Mind
RET757,TXN111445,2025-06-17,Size Issue
RET758,TXN104602,2025-03-15,Wrong Item
RET759,TXN104948,2025-04-08,Not as Described
RET760,TXN101954,2025-01-16,Wrong Item
RET761,TXN101094,2025-01-10,Damaged
RET762,TXN116366,2025-08-05,Changed Mind
RET763,TXN102078,2025-01-16,Not as Described
RET764,TXN119961,2025-10-22,Not as Described
RET765,TXN102011,2025-01-10,Size Issue
RET766,TXN115984,2025-08-28,Changed Mind
RET767,TXN117123,2025-08-28,Not as Described
RET768,TXN104364,2025-03-20,Wrong Item
RET769,TXN101840,2025-01-17,Wrong Item
RET770,TXN123172,2025-11-29,Not as Described
RET771,TXN115715,2025-08-25,Damaged
RET772,TXN118853,2025-09-12,Changed Mind
RET773,TXN102717,2025-03-02,Not as Described
RET774,TXN116554,2025-08-26,Not as Described
RET775,TXN118292,2025-09-21,Wrong Item
RET776,TXN124147,2026-01-05,Size Issue
RET777,TXN124577,2025-12-05,Not as Described
RET778,TXN110602,2025-05-14,Changed Mind
RET779,TXN100709,2025-01-11,Changed Mind
RET780,TXN120477,2025-10-18,Size Issue
RET781,TXN107931,2025-04-18,Not as Described
RET782,TXN102932,2025-02-21,Changed Mind
RET783,TXN101772,2025-01-26,Damaged
RET784,TXN108913,2025-05-15,Damaged
RET785,TXN115055,2025-07-28,Damaged
RET786,TXN117697,2025-09-03,Size Issue
RET787,TXN103415,2025-03-02,Changed Mind
RET788,TXN122598,2025-12-01,Damaged
RET789,TXN118624,2025-09-30,Changed Mind
RET790,TXN125107,2025-12-20,Wrong Item
RET791,TXN116036,2025-08-09,Not as Described
RET792,TXN102377,2025-03-02,Not as Described
RET793,TXN109903,2025-06-01,Wrong Item
RET794,TXN121054,2025-10-15,Changed Mind
RET795,TXN120587,2025-11-01,Not as Described
RET796,TXN115902,2025-08-26,Damaged
RET797,TXN116972,2025-08-30,Damaged
RET798,TXN121152,2025-10-24,Changed Mind
RET799,TXN120487,2025-10-27,Damaged
RET800,TXN125339,2025-12-06,Damaged
RET801,TXN113712,2025-08-02,Wrong Item
RET802,TXN104397,2025-03-08,Size Issue
RET803,TXN118329,2025-09-27,Changed Mind
RET804,TXN109343,2025-05-29,Wrong Item
RET805,TXN105252,2025-03-14,Wrong Item
RET806,TXN115474,2025-08-24,Changed Mind
RET807,TXN121398,2025-11-11,Damaged
RET808,TXN121909,2025-11-27,Not as Described
RET809,TXN119742,2025-10-26,Wrong Item
RET810,TXN103289,2025-03-08,Damaged
RET811,TXN108296,2025-05-07,Damaged
RET812,TXN104641,2025-04-03,Damaged
RET813,TXN111659,2025-06-11,Wrong Item
RET814,TXN124601,2025-12-14,Not as Described
RET815,TXN108578,2025-05-07,Wrong Item
RET816,TXN116147,2025-08-16,Wrong Item
RET817,TXN103118,2025-03-06,Damaged
RET818,TXN116016,2025-08-22,Damaged
RET819,TXN121578,2025-11-22,Not as Described
RET820,TXN112655,2025-06-19,Changed Mind
RET821,TXN121323,2025-10-12,Damaged
RET822,TXN118586,2025-09-15,Size Issue
RET823,TXN124293,2025-12-21,Changed Mind
RET824,TXN113795,2025-07-18,Not as Described
RET825,TXN100600,2025-01-28,Damaged
RET826,TXN121719,2025-11-23,Size Issue
RET827,TXN123463,2025-12-02,Size Issue
RET828,TXN113282,2025-07-23,Wrong Item
RET829,TXN102904,2025-02-21,Damaged
RET830,TXN118873,2025-09-25,Damaged
RET831,TXN122666,2025-11-28,Not as Described
RET832,TXN102741,2025-02-02,Changed Mind
RET833,TXN115730,2025-08-22,Damaged
RET834,TXN108211,2025-04-20,Changed Mind
RET835,TXN124935,2025-12-24,Changed Mind
RET836,TXN115206,2025-08-18,Damaged
RET837,TXN105804,2025-04-02,Not as Described
RET838,TXN117135,2025-08-27,Wrong Item
RET839,TXN102289,2025-02-17,Damaged
RET840,TXN121912,2025-11-22,Not as Described
RET841,TXN101073,2025-01-10,Changed Mind
RET842,TXN104796,2025-03-26,Damaged
RET843,TXN103623,2025-02-09,Size Issue
RET844,TXN108295,2025-04-16,Changed Mind
RET845,TXN107699,2025-04-30,Wrong Item
RET846,TXN124160,2025-12-15,Not as Described
RET847,TXN103796,2025-02-05,Wrong Item
RET848,TXN113649,2025-07-08,Changed Mind
RET849,TXN109909,2025-05-15,Wrong Item
RET850,TXN103757,2025-03-04,Wrong Item
RET851,TXN114218,2025-08-01,Changed Mind
RET852,TXN116438,2025-08-23,Changed Mind
RET853,TXN100011,2025-01-26,Not as Described
RET854,TXN122036,2025-11-11,Changed Mind
RET855,TXN116907,2025-08-07,Size Issue
RET856,TXN119479,2025-10-11,Not as Described
RET857,TXN116859,2025-08-08,Damaged
RET858,TXN107498,2025-04-24,Damaged
RET859,TXN113234,2025-07-22,Changed Mind
RET860,TXN122951,2025-12-02,Size Issue
RET861,TXN113157,2025-07-15,Wrong Item
RET862,TXN108412,2025-04-07,Damaged
RET863,TXN119251,2025-09-06,Wrong Item
RET864,TXN103042,2025-02-24,Damaged
RET865,TXN105955,2025-03-19,Changed Mind
RET866,TXN109361,2025-05-23,Wrong Item
RET867,TXN124573,2025-12-21,Size Issue
RET868,TXN121515,2025-11-15,Changed Mind
RET869,TXN114560,2025-07-28,Size Issue
RET870,TXN123895,2025-12-10,Size Issue
RET871,TXN121298,2025-10-22,Damaged
RET872,TXN100227,2025-02-04,Wrong Item
RET873,TXN101714,2025-01-20,Changed Mind
RET874,TXN119210,2025-09-28,Damaged
RET875,TXN119404,2025-10-20,Wrong Item
RET876,TXN120771,2025-11-02,Damaged
RET877,TXN122997,2025-11-23,Wrong Item
RET878,TXN109706,2025-05-24,Damaged
RET879,TXN115987,2025-08-20,Size Issue
RET880,TXN113564,2025-07-11,Not as Described
RET881,TXN121272,2025-10-13,Damaged
RET882,TXN100044,2025-01-17,Size Issue
RET883,TXN125348,2025-12-28,Size Issue
RET884,TXN124360,2026-01-01,Not as Described
RET885,TXN101520,2025-01-14,Damaged
RET886,TXN100239,2025-01-26,Damaged
RET887,TXN107422,2025-04-21,Size Issue
RET888,TXN110277,2025-05-09,Changed Mind
RET889,TXN112022,2025-07-02,Size Issue
RET890,TXN111910,2025-07-07,Changed Mind
RET891,TXN119321,2025-09-07,Damaged
RET892,TXN102232,2025-02-09,Size Issue
RET893,TXN117475,2025-09-05,Changed Mind
RET894,TXN104774,2025-03-18,Not as Described
RET895,TXN110798,2025-05-25,Size Issue
RET896,TXN111606,2025-06-03,Damaged
RET897,TXN112852,2025-06-26,Damaged
RET898,TXN105714,2025-03-25,Not as Described
RET899,TXN122836,2025-11-28,Size Issue
RET900,TXN102908,2025-02-26,Size Issue
RET901,TXN106185,2025-03-31,Changed Mind
RET902,TXN104137,2025-02-23,Size Issue
RET903,TXN112224,2025-06-21,Wrong Item
RET904,TXN102512,2025-02-24,Changed Mind
RET905,TXN111459,2025-06-20,Wrong Item
RET906,TXN104906,2025-03-18,Damaged
RET907,TXN123948,2025-12-04,Wrong Item
RET908,TXN102575,2025-02-27,Size Issue
RET909,TXN104912,2025-03-21,Damaged
RET910,TXN103456,2025-03-01,Wrong Item
RET911,TXN122792,2025-11-20,Wrong Item
RET912,TXN115360,2025-08-23,Not as Described
RET913,TXN103286,2025-02-21,Not as Described
RET914,TXN100387,2025-01-17,Not as Described
RET915,TXN112772,2025-06-09,Changed Mind
RET916,TXN122487,2025-11-16,Not as Described
RET917,TXN124291,2025-12-25,Damaged
RET918,TXN102060,2025-01-07,Not as Described
RET919,TXN120880,2025-10-30,Size Issue
RET920,TXN120212,2025-10-29,Changed Mind
RET921,TXN120047,2025-10-20,Damaged
RET922,TXN120105,2025-10-29,Changed Mind
RET923,TXN102314,2025-02-27,Changed Mind
RET924,TXN115990,2025-08-26,Damaged
RET925,TXN112133,2025-06-14,Not as Described
RET926,TXN120483,2025-10-27,Changed Mind
RET927,TXN117688,2025-09-14,Damaged
RET928,TXN125077,2025-12-22,Damaged
RET929,TXN109064,2025-05-14,Wrong Item
RET930,TXN116920,2025-08-20,Size Issue
RET931,TXN116340,2025-08-19,Not as Described
RET932,TXN111791,2025-07-02,Changed Mind
RET933,TXN116611,2025-08-23,Size Issue
RET934,TXN117046,2025-08-08,Wrong Item
RET935,TXN104110,2025-02-25,Wrong Item
RET936,TXN100199,2025-01-27,Wrong Item
RET937,TXN111153,2025-06-09,Changed Mind
RET938,TXN101613,2025-01-19,Wrong Item
RET939,TXN119338,2025-10-24,Not as Described
RET940,TXN123803,2025-12-26,Not as Described
RET941,TXN115439,2025-08-19,Size Issue
RET942,TXN114160,2025-07-13,Not as Described
RET943,TXN113615,2025-07-15,Damaged
RET944,TXN115461,2025-08-17,Wrong Item
RET945,TXN112474,2025-07-06,Wrong Item
RET946,TXN125118,2025-12-28,Not as Described
RET947,TXN125294,2025-12-27,Size Issue
RET948,TXN117043,2025-08-30,Damaged
RET949,TXN119174,2025-09-18,Wrong Item
RET950,TXN100188,2025-01-14,Damaged
RET951,TXN123734,2025-12-15,Size Issue
RET952,TXN103136,2025-02-26,Damaged
RET953,TXN117605,2025-09-24,Size Issue
RET954,TXN115929,2025-09-09,Changed Mind
RET955,TXN106100,2025-03-19,Wrong Item
RET956,TXN123678,2025-12-07,Not as Described
RET957,TXN118293,2025-09-13,Wrong Item
RET958,TXN115084,2025-07-09,Changed Mind
RET959,TXN113133,2025-07-04,Not as Described
RET960,TXN124955,2025-12-17,Damaged
RET961,TXN116420,2025-08-21,Size Issue
RET962,TXN102328,2025-02-10,Size Issue
RET963,TXN122536,2025-11-25,Damaged
RET964,TXN107900,2025-04-29,Size Issue
RET965,TXN118646,2025-10-03,Changed Mind
RET966,TXN110256,2025-05-19,Wrong Item
RET967,TXN111757,2025-06-17,Wrong Item
RET968,TXN119394,2025-10-14,Damaged
RET969,TXN113023,2025-07-09,Changed Mind
RET970,TXN111652,2025-06-08,Size Issue
RET971,TXN121980,2025-11-24,Damaged
RET972,TXN105623,2025-04-02,Size Issue
RET973,TXN103699,2025-02-14,Wrong Item
RET974,TXN125149,2025-12-15,Changed Mind
RET975,TXN117218,2025-10-03,Changed Mind
RET976,TXN116178,2025-08-26,Not as Described
RET977,TXN103119,2025-02-08,Changed Mind
RET978,TXN111242,2025-06-12,Changed Mind
RET979,TXN121890,2025-11-08,Damaged
RET980,TXN112420,2025-06-05,Changed Mind
RET981,TXN111177,2025-06-19,Not as Described
RET982,TXN107115,2025-04-29,Changed Mind
RET983,TXN109695,2025-05-05,Damaged
RET984,TXN112447,2025-07-02,Not as Described
RET985,TXN110647,2025-05-29,Damaged
RET986,TXN106755,2025-04-26,Wrong Item
RET987,TXN100324,2025-02-04,Wrong Item
RET988,TXN114297,2025-07-21,Damaged
RET989,TXN119965,2025-10-15,Changed Mind
RET990,TXN100300,2025-02-04,Damaged
RET991,TXN108390,2025-04-27,Changed Mind
RET992,TXN104043,2025-02-08,Damaged
RET993,TXN112817,2025-07-05,Size Issue
RET994,TXN117196,2025-09-30,Changed Mind
RET995,TXN110382,2025-05-04,Wrong Item
RET996,TXN119311,2025-09-17,Damaged
RET997,TXN122545,2025-12-06,Damaged
RET998,TXN104642,2025-03-24,Changed Mind
RET999,TXN114668,2025-07-16,Not as Described
RET1000,TXN116574,2025-08-27,Damaged
RET1001,TXN116535,2025-08-28,Size Issue
RET1002,TXN100201,2025-02-05,Wrong Item
RET1003,TXN122308,2025-12-01,Damaged
RET1004,TXN107322,2025-04-07,Damaged
RET1005,TXN102143,2025-01-17,Size Issue
RET1006,TXN105507,2025-03-31,Damaged
RET1007,TXN102919,2025-02-20,Changed Mind
RET1008,TXN112717,2025-07-07,Not as Described
RET1009,TXN116321,2025-08-24,Wrong Item
RET1010,TXN104088,2025-03-03,Not as Described
RET1011,TXN123409,2025-11-19,Size Issue
RET1012,TXN111867,2025-06-19,Size Issue
RET1013,TXN109090,2025-05-14,Wrong Item
RET1014,TXN120099,2025-10-27,Changed Mind
RET1015,TXN106767,2025-04-17,Changed Mind
RET1016,TXN125125,2025-12-14,Changed Mind
RET1017,TXN106714,2025-04-16,Not as Described
RET1018,TXN106420,2025-03-15,Not as Described
RET1019,TXN117890,2025-09-14,Wrong Item
RET1020,TXN122955,2025-11-21,Changed Mind
RET1021,TXN119195,2025-10-05,Size Issue
RET1022,TXN116426,2025-08-08,Changed Mind
RET1023,TXN109860,2025-05-04,Size Issue
RET1024,TXN121596,2025-11-28,Damaged
RET1025,TXN101251,2025-01-20,Changed Mind
RET1026,TXN112763,2025-06-16,Size Issue
RET1027,TXN119185,2025-10-03,Damaged
RET1028,TXN104633,2025-03-09,Wrong Item
RET1029,TXN104122,2025-02-25,Changed Mind
RET1030,TXN123424,2025-11-24,Damaged
RET1031,TXN122252,2025-11-23,Not as Described
RET1032,TXN105734,2025-04-05,Not as Described
RET1033,TXN111965,2025-06-21,Not as Described
RET1034,TXN114616,2025-07-15,Size Issue
RET1035,TXN106211,2025-03-13,Changed Mind
RET1036,TXN102641,2025-03-01,Size Issue
RET1037,TXN117087,2025-08-13,Wrong Item
RET1038,TXN100730,2025-01-10,Damaged
RET1039,TXN115693,2025-08-26,Changed Mind
RET1040,TXN124524,2025-12-13,Damaged
RET1041,TXN112112,2025-06-14,Not as Described
RET1042,TXN121998,2025-11-20,Changed Mind
RET1043,TXN121976,2025-12-05,Not as Described
RET1044,TXN108682,2025-04-18,Not as Described
RET1045,TXN103869,2025-02-25,Size Issue
RET1046,TXN119045,2025-10-04,Not as Described
RET1047,TXN100788,2025-01-13,Wrong Item
RET1048,TXN115149,2025-09-01,Changed Mind
RET1049,TXN112280,2025-06-16,Not as Described
RET1050,TXN102425,2025-03-06,Size Issue
RET1051,TXN123219,2025-11-15,Changed Mind
RET1052,TXN123088,2025-11-16,Damaged
RET1053,TXN102277,2025-02-15,Size Issue
RET1054,TXN106873,2025-04-17,Not as Described
RET1055,TXN111007,2025-06-12,Size Issue
RET1056,TXN107632,2025-04-14,Size Issue
RET1057,TXN109233,2025-05-10,Changed Mind
RET1058,TXN111075,2025-07-08,Damaged
RET1059,TXN120563,2025-11-01,Size Issue
RET1060,TXN125392,2025-12-31,Size Issue
RET1061,TXN118399,2025-09-17,Size Issue
RET1062,TXN119571,2025-10-21,Damaged
RET1063,TXN124702,2025-12-21,Changed Mind
RET1064,TXN117060,2025-08-30,Size Issue
RET1065,TXN114883,2025-07-13,Changed Mind
RET1066,TXN114121,2025-07-15,Wrong Item
RET1067,TXN107495,2025-04-14,Damaged
RET1068,TXN115223,2025-09-02,Changed Mind
RET1069,TXN121836,2025-11-24,Not as Described
RET1070,TXN116103,2025-08-14,Not as Described
RET1071,TXN108632,2025-04-19,Not as Described
RET1072,TXN122298,2025-11-23,Size Issue
RET1073,TXN109352,2025-05-16,Changed Mind
RET1074,TXN121288,2025-10-07,Changed Mind
RET1075,TXN101158,2025-01-04,Changed Mind
RET1076,TXN117736,2025-09-22,Size Issue
RET1077,TXN125466,2025-12-25,Size Issue
RET1078,TXN106864,2025-04-13,Size Issue
RET1079,TXN108669,2025-04-28,Not as Described
RET1080,TXN108063,2025-04-08,Changed Mind
RET1081,TXN110275,2025-05-24,Size Issue
RET1082,TXN104301,2025-02-13,Size Issue
RET1083,TXN116370,2025-09-03,Size Issue
RET1084,TXN123406,2025-11-09,Changed Mind
RET1085,TXN117098,2025-08-21,Changed Mind
RET1086,TXN110090,2025-05-16,Not as Described
RET1087,TXN123920,2026-01-06,Changed Mind
RET1088,TXN106610,2025-04-20,Wrong Item
RET1089,TXN119138,2025-09-24,Wrong Item
RET1090,TXN101368,2025-02-01,Not as Described
RET1091,TXN108920,2025-05-13,Damaged
RET1092,TXN119590,2025-10-18,Wrong Item
RET1093,TXN124907,2025-12-20,Wrong Item
RET1094,TXN111341,2025-06-30,Changed Mind
RET1095,TXN121417,2025-11-22,Wrong Item
RET1096,TXN105910,2025-03-18,Size Issue
RET1097,TXN110454,2025-05-19,Damaged
RET1098,TXN114851,2025-08-01,Changed Mind
RET1099,TXN110168,2025-05-27,Damaged
RET1100,TXN109188,2025-05-18,Changed Mind
RET1101,TXN112490,2025-06-18,Not as Described
RET1102,TXN120903,2025-10-28,Damaged
RET1103,TXN105769,2025-03-08,Damaged
RET1104,TXN120884,2025-10-17,Changed Mind
RET1105,TXN113185,2025-07-26,Changed Mind
RET1106,TXN103414,2025-02-26,Not as Described
RET1107,TXN123631,2025-12-19,Damaged
RET1108,TXN115117,2025-08-09,Damaged
RET1109,TXN100554,2025-01-06,Wrong Item
RET1110,TXN108468,2025-04-26,Damaged
RET1111,TXN113546,2025-07-15,Not as Described
RET1112,TXN106262,2025-04-06,Size Issue
RET1113,TXN101749,2025-01-28,Damaged
RET1114,TXN118101,2025-09-20,Changed Mind
RET1115,TXN116032,2025-08-04,Wrong Item
RET1116,TXN120951,2025-11-01,Size Issue
RET1117,TXN106005,2025-03-28,Changed Mind
RET1118,TXN108035,2025-04-06,Size Issue
RET1119,TXN120000,2025-10-15,Wrong Item
RET1120,TXN118053,2025-09-30,Changed Mind
RET1121,TXN115450,2025-08-30,Wrong Item
RET1122,TXN108423,2025-04-21,Changed Mind
RET1123,TXN108730,2025-05-23,Wrong Item
RET1124,TXN120811,2025-10-13,Not as Described
RET1125,TXN121487,2025-12-04,Changed Mind
RET1126,TXN101928,2025-01-29,Wrong Item
RET1127,TXN106540,2025-04-22,Changed Mind
RET1128,TXN109169,2025-06-01,Wrong Item
RET1129,TXN118509,2025-09-16,Wrong Item
RET1130,TXN109979,2025-05-07,Not as Described
RET1131,TXN111394,2025-07-04,Not as Described
RET1132,TXN104960,2025-03-29,Damaged
RET1133,TXN120202,2025-10-20,Wrong Item
RET1134,TXN103882,2025-02-26,Wrong Item
RET1135,TXN114632,2025-07-09,Changed Mind
RET1136,TXN122364,2025-11-15,Wrong Item
RET1137,TXN114459,2025-08-02,Changed Mind
RET1138,TXN108794,2025-05-17,Wrong Item
RET1139,TXN101970,2025-01-21,Size Issue
RET1140,TXN123222,2025-11-13,Changed Mind
RET1141,TXN112496,2025-06-18,Damaged
RET1142,TXN119449,2025-10-28,Damaged
RET1143,TXN123299,2025-11-22,Changed Mind
RET1144,TXN101596,2025-01-26,Wrong Item
RET1145,TXN120620,2025-10-25,Not as Described
RET1146,TXN113675,2025-07-26,Changed Mind
RET1147,TXN118372,2025-09-11,Size Issue
RET1148,TXN100397,2025-01-25,Wrong Item
RET1149,TXN122649,2025-12-08,Size Issue
RET1150,TXN104726,2025-03-25,Not as Described
RET1151,TXN111512,2025-06-29,Wrong Item
RET1152,TXN109532,2025-05-17,Damaged
RET1153,TXN113485,2025-07-21,Size Issue
RET1154,TXN101026,2025-01-18,Changed Mind
RET1155,TXN102073,2025-01-28,Wrong Item
RET1156,TXN115305,2025-08-22,Damaged
RET1157,TXN117647,2025-09-30,Not as Described
RET1158,TXN118033,2025-09-10,Size Issue
RET1159,TXN112091,2025-06-29,Size Issue
RET1160,TXN117529,2025-09-22,Not as Described
RET1161,TXN114936,2025-07-28,Damaged
RET1162,TXN110359,2025-05-13,Wrong Item
RET1163,TXN114088,2025-07-14,Damaged
RET1164,TXN100275,2025-01-17,Changed Mind
RET1165,TXN107246,2025-04-17,Damaged
RET1166,TXN107989,2025-04-03,Not as Described
RET1167,TXN120420,2025-10-08,Wrong Item
RET1168,TXN103603,2025-02-14,Not as Described
RET1169,TXN124492,2025-12-13,Size Issue
RET1170,TXN114656,2025-07-23,Damaged
RET1171,TXN117857,2025-09-08,Wrong Item
RET1172,TXN103085,2025-03-08,Size Issue
RET1173,TXN110594,2025-05-27,Damaged
RET1174,TXN117359,2025-10-03,Changed Mind
RET1175,TXN105409,2025-03-11,Not as Described
RET1176,TXN116876,2025-08-31,Wrong Item
RET1177,TXN122962,2025-11-30,Wrong Item
RET1178,TXN120161,2025-10-31,Not as Described
RET1179,TXN114999,2025-07-06,Damaged
RET1180,TXN122156,2025-11-26,Wrong Item
RET1181,TXN113292,2025-07-28,Damaged
RET1182,TXN112878,2025-06-23,Size Issue
RET1183,TXN118890,2025-09-21,Size Issue
RET1184,TXN114272,2025-07-25,Size Issue
RET1185,TXN102871,2025-03-01,Wrong Item
RET1186,TXN119463,2025-10-23,Size Issue
RET1187,TXN120278,2025-10-25,Changed Mind
RET1188,TXN109255,2025-06-02,Size Issue
RET1189,TXN120912,2025-10-05,Not as Described
RET1190,TXN121677,2025-11-18,Changed Mind
RET1191,TXN109637,2025-05-07,Changed Mind
RET1192,TXN116791,2025-08-19,Damaged
RET1193,TXN103191,2025-02-28,Wrong Item
RET1194,TXN106199,2025-03-16,Size Issue
